237,239,242,243,242,241,236,230,227,225,219,215,221,221,229,238,238,226,219,215,214,215,215,213,193,168,170,158,101, 67, 61, 51, 46, 42, 39, 38, 36, 34, 30, 31, 31, 31, 32, 31, 30, 29, 28, 28, 29, 28, 27, 25, 25, 25, 26, 25, 24, 24, 24, 25, 24, 24, 24, 24, 25, 24, 25, 25, 26, 23, 23, 24, 24, 25, 24, 24, 24, 25, 26, 26, 26, 25, 24, 24, 25, 26, 25, 24, 24, 25, 26, 26, 26, 26, 25, 25, 25, 25, 26, 26, 25, 25, 25, 26, 27, 27, 27, 28, 28, 28, 28, 27, 25, 25, 25, 25, 25, 25, 24, 24, 24, 26, 25, 25, 25, 26, 25, 25, 25, 26, 26, 24, 24, 24, 24, 23, 22, 22, 22, 22, 21, 21, 20, 20, 19, 19, 19, 19, 19, 18, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 19, 18, 19, 18, 18, 19, 18, 20, 19, 19, 19, 20, 20, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20, 19, 19, 21, 20, 20, 20, 20, 20, 20, 20, 21, 20, 21, 20, 20, 21, 21, 21, 21, 21, 22, 21, 21, 22, 22, 21, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 20, 21, 21, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 18, 19, 19, 19, 18, 18, 19, 19, 18, 18, 19
238,238,239,241,242,242,237,231,227,226,224,225,227,221,223,228,228,216,224,221,219,217,220,216,208,183,167,161,111, 67, 56, 52, 46, 42, 40, 38, 36, 34, 30, 30, 30, 31, 31, 31, 30, 29, 28, 27, 28, 28, 27, 27, 26, 27, 26, 26, 25, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 23, 23, 22, 22, 23, 23, 23, 23, 24, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 25, 24, 24, 24, 26, 25, 25, 27, 25, 26, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 28, 28, 28, 28, 28, 27, 27, 25, 24, 24, 24, 25, 24, 23, 22, 24, 24, 25, 25, 26, 25, 25, 25, 26, 26, 24, 24, 23, 23, 23, 22, 22, 21, 21, 20, 20, 20, 20, 18, 18, 18, 18, 18, 17, 18, 18, 18, 18, 19, 18, 18, 17, 18, 18, 18, 18, 18, 18, 18, 19, 18, 18, 19, 20, 20, 19, 20, 20, 20, 19, 19, 19, 20, 20, 19, 20, 19, 20, 20, 20, 20, 20, 21, 19, 19, 19, 20, 20, 20, 21, 20, 21, 20, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 20, 21, 21, 21, 20, 21, 21, 20, 20, 20, 20, 21, 20, 20, 20, 20, 19, 19, 19, 18, 18, 19, 18, 18, 19, 19, 19, 18, 18, 19, 19, 19, 19
240,240,238,240,240,239,238,234,231,229,228,229,230,226,227,229,220,206,221,216,207,214,224,219,212,190,171,166,115, 70, 54, 55, 45, 42, 39, 38, 36, 34, 31, 30, 30, 31, 31, 30, 29, 28, 28, 26, 27, 27, 27, 26, 26, 28, 27, 27, 25, 24, 24, 24, 24, 24, 23, 22, 22, 23, 24, 22, 23, 23, 22, 22, 22, 22, 23, 23, 24, 25, 23, 24, 24, 24, 24, 24, 23, 24, 24, 23, 24, 24, 25, 25, 25, 25, 25, 26, 26, 25, 25, 25, 24, 24, 24, 25, 26, 27, 27, 28, 27, 27, 27, 27, 27, 25, 24, 24, 24, 24, 24, 24, 22, 23, 24, 25, 24, 25, 25, 26, 26, 26, 26, 24, 24, 23, 22, 21, 21, 22, 20, 20, 19, 19, 19, 18, 18, 18, 18, 17, 18, 17, 18, 17, 18, 18, 18, 18, 18, 17, 18, 18, 18, 18, 18, 18, 18, 19, 18, 19, 19, 19, 19, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 19, 20, 20, 20, 20, 20, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 21, 20, 20, 21, 20, 20, 20, 21, 21, 21, 20, 21, 20, 21, 19, 20, 20, 20, 20, 19, 20, 20, 19, 18, 19, 19, 18, 18, 18, 18, 19, 18, 17, 18, 18, 18, 18, 18, 18
242,242,240,240,240,239,238,235,230,230,230,232,235,232,228,230,230,200,207,210,203,205,219,221,214,201,183,167,127, 92, 59, 53, 46, 42, 40, 38, 36, 34, 31, 30, 30, 29, 29, 30, 29, 28, 27, 26, 27, 27, 27, 25, 26, 27, 27, 25, 24, 24, 24, 25, 25, 25, 23, 22, 22, 23, 22, 23, 22, 23, 22, 21, 21, 22, 23, 24, 24, 24, 23, 25, 24, 24, 23, 23, 23, 23, 23, 23, 24, 23, 24, 24, 24, 25, 25, 26, 25, 26, 25, 24, 24, 24, 24, 25, 25, 27, 27, 27, 27, 27, 27, 26, 26, 24, 25, 25, 24, 23, 24, 24, 24, 24, 24, 24, 24, 25, 25, 26, 26, 26, 26, 25, 23, 23, 22, 22, 20, 19, 19, 19, 18, 18, 17, 17, 17, 18, 18, 18, 18, 17, 17, 16, 17, 17, 18, 18, 18, 18, 17, 18, 18, 18, 18, 19, 18, 19, 18, 18, 19, 19, 20, 20, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 19, 20, 19, 19, 19, 19, 19, 20, 20, 20, 19, 20, 20, 20, 20, 20, 20, 19, 20, 20, 20, 20, 20, 21, 20, 21, 20, 21, 21, 21, 20, 19, 20, 20, 20, 19, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 19, 18, 17, 17, 18, 18, 17, 18
244,244,241,240,240,240,239,236,232,231,231,231,235,231,231,229,226,214,207,213,209,206,213,219,217,206,191,164,127,113, 66, 49, 47, 42, 40, 38, 37, 35, 33, 30, 30, 29, 29, 30, 29, 27, 25, 25, 25, 26, 26, 25, 26, 26, 24, 24, 22, 23, 23, 24, 24, 24, 22, 23, 22, 22, 22, 22, 21, 22, 22, 23, 21, 21, 22, 23, 24, 24, 23, 23, 24, 24, 23, 23, 23, 22, 23, 22, 23, 22, 23, 23, 24, 24, 25, 24, 25, 25, 24, 24, 26, 26, 25, 25, 25, 27, 26, 27, 26, 26, 27, 28, 27, 27, 27, 25, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 24, 25, 26, 26, 25, 24, 23, 21, 22, 20, 19, 19, 18, 18, 18, 17, 17, 16, 16, 17, 17, 17, 18, 16, 17, 17, 17, 17, 17, 17, 18, 17, 17, 18, 18, 18, 18, 18, 18, 18, 18, 19, 19, 19, 20, 19, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 18, 19, 19, 20, 19, 20, 20, 19, 19, 19, 20, 20, 20, 19, 20, 19, 19, 20, 20, 20, 20, 21, 20, 21, 20, 20, 20, 20, 19, 20, 20, 19, 19, 19, 19, 18, 19, 18, 18, 18, 17, 18, 18, 19, 18, 17, 18, 18, 17, 17, 18
245,244,243,242,241,241,241,237,234,232,231,230,237,234,230,222,215,220,207,213,214,212,213,213,215,205,189,166,133,112, 71, 49, 47, 41, 41, 39, 37, 34, 32, 31, 30, 30, 29, 30, 29, 27, 25, 25, 25, 25, 25, 24, 24, 24, 22, 23, 22, 22, 21, 22, 22, 23, 21, 21, 21, 23, 22, 22, 21, 21, 22, 22, 21, 22, 22, 23, 24, 23, 22, 23, 24, 23, 24, 23, 23, 23, 22, 23, 23, 23, 23, 23, 24, 24, 25, 24, 24, 24, 24, 25, 26, 25, 25, 25, 25, 27, 27, 27, 26, 27, 28, 27, 28, 27, 27, 26, 25, 25, 24, 23, 23, 24, 23, 23, 24, 24, 24, 24, 24, 24, 24, 23, 22, 20, 20, 18, 18, 18, 17, 17, 16, 16, 16, 16, 16, 16, 18, 18, 17, 16, 16, 16, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 18, 19, 18, 19, 18, 19, 19, 19, 19, 19, 19, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 21, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 18, 18, 18, 18, 18, 17, 19, 18, 18, 18, 18, 18, 17, 17, 18, 18
242,243,244,244,242,241,241,241,237,234,231,229,233,237,231,228,220,227,214,209,210,211,212,215,212,207,190,177,150,118, 72, 48, 46, 40, 40, 39, 37, 34, 31, 30, 30, 29, 28, 29, 29, 27, 24, 25, 24, 25, 24, 23, 24, 22, 22, 21, 21, 22, 21, 19, 21, 23, 22, 22, 20, 23, 23, 23, 22, 23, 22, 22, 22, 21, 23, 23, 23, 22, 22, 23, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 23, 23, 23, 24, 25, 23, 24, 25, 25, 26, 26, 25, 25, 24, 25, 26, 27, 28, 27, 27, 27, 27, 27, 27, 26, 26, 26, 26, 25, 24, 23, 24, 23, 23, 23, 23, 22, 23, 23, 23, 22, 21, 19, 17, 17, 16, 17, 17, 16, 16, 15, 16, 16, 16, 16, 16, 17, 18, 16, 16, 17, 17, 17, 16, 17, 18, 18, 16, 17, 17, 18, 18, 18, 18, 18, 19, 18, 19, 19, 20, 19, 20, 20, 20, 20, 19, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 19, 19, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 19, 20, 20, 19, 20, 19, 19, 19, 19, 19, 19, 18, 18, 18, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17
240,242,242,243,242,241,242,242,241,240,236,232,230,238,233,228,223,222,217,200,195,208,209,211,212,209,198,182,152,114, 83, 51, 46, 43, 39, 39, 36, 33, 31, 31, 29, 29, 29, 29, 27, 25, 24, 24, 24, 24, 24, 23, 22, 21, 20, 20, 20, 20, 20, 19, 20, 21, 21, 22, 21, 22, 22, 22, 21, 23, 23, 22, 22, 22, 23, 22, 22, 22, 22, 23, 23, 23, 22, 22, 23, 23, 22, 22, 22, 22, 23, 22, 23, 23, 24, 23, 23, 24, 25, 25, 24, 25, 25, 25, 25, 26, 27, 27, 27, 26, 26, 26, 26, 25, 26, 25, 26, 26, 26, 25, 24, 24, 23, 23, 22, 21, 20, 20, 19, 19, 18, 18, 16, 16, 16, 15, 15, 16, 16, 15, 15, 15, 15, 16, 16, 17, 17, 18, 16, 17, 16, 17, 17, 17, 18, 18, 18, 18, 18, 18, 18, 19, 18, 18, 19, 19, 18, 19, 20, 21, 20, 21, 20, 21, 21, 20, 19, 19, 19, 18, 19, 19, 19, 19, 19, 19, 20, 20, 19, 19, 19, 19, 20, 19, 19, 19, 19, 19, 19, 18, 19, 18, 18, 19, 18, 18, 18, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 19, 18, 17, 18, 17, 17, 18, 17, 17, 17, 17, 18
241,242,242,243,242,242,240,241,241,240,239,236,232,232,239,231,223,219,216,208,199,208,211,207,209,211,197,176,144,111, 75, 48, 46, 44, 40, 38, 36, 33, 31, 31, 29, 29, 28, 29, 27, 25, 24, 24, 23, 24, 23, 20, 20, 20, 20, 19, 19, 19, 19, 19, 21, 22, 22, 21, 22, 22, 22, 22, 22, 23, 24, 24, 24, 22, 22, 21, 22, 22, 22, 22, 22, 23, 22, 22, 23, 23, 21, 21, 23, 22, 23, 22, 23, 22, 23, 24, 23, 25, 24, 25, 24, 24, 24, 25, 25, 26, 27, 27, 25, 25, 24, 25, 25, 25, 25, 25, 24, 24, 24, 25, 25, 24, 22, 22, 20, 20, 18, 18, 17, 17, 18, 17, 16, 16, 16, 15, 15, 16, 16, 15, 15, 15, 15, 15, 16, 17, 17, 18, 16, 17, 16, 16, 16, 18, 18, 18, 18, 18, 18, 18, 18, 17, 18, 18, 19, 19, 19, 19, 20, 21, 20, 20, 20, 21, 21, 21, 20, 19, 19, 18, 19, 19, 19, 19, 19, 19, 19, 20, 19, 20, 19, 19, 19, 19, 19, 19, 19, 18, 19, 18, 18, 19, 18, 18, 18, 18, 17, 18, 18, 18, 18, 19, 19, 19, 19, 19, 19, 19, 20, 19, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 18, 17, 17, 18, 16, 16, 16, 17, 18
240,242,242,243,243,242,242,240,240,240,240,237,235,230,237,240,228,220,215,213,206,209,214,210,211,208,193,166,126, 97, 73, 50, 45, 45, 41, 38, 36, 34, 32, 31, 28, 28, 27, 27, 26, 25, 22, 21, 20, 22, 20, 19, 19, 20, 20, 19, 19, 19, 20, 19, 21, 23, 23, 22, 22, 23, 22, 22, 23, 24, 24, 24, 23, 22, 23, 23, 22, 22, 22, 22, 22, 22, 21, 22, 22, 22, 21, 21, 21, 21, 21, 21, 22, 22, 23, 22, 23, 24, 24, 23, 24, 24, 24, 25, 25, 26, 25, 25, 24, 25, 23, 24, 24, 24, 24, 24, 24, 22, 22, 23, 23, 23, 22, 20, 20, 20, 19, 18, 18, 18, 18, 18, 18, 16, 16, 16, 16, 15, 16, 15, 15, 16, 15, 16, 16, 17, 17, 19, 18, 17, 17, 18, 18, 18, 17, 18, 18, 19, 18, 19, 19, 17, 18, 18, 19, 19, 19, 19, 20, 20, 20, 20, 20, 19, 20, 21, 21, 20, 19, 19, 19, 18, 19, 19, 19, 19, 19, 19, 20, 20, 19, 20, 20, 20, 19, 19, 19, 19, 19, 17, 18, 19, 18, 17, 18, 17, 18, 18, 18, 18, 18, 19, 18, 19, 18, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17, 17, 17, 17, 17, 17, 17, 16
